"male","age","ed","agem","edm","agef","edf"
2,32,0,NA,NA,NA,NA
1,73,3,NA,NA,NA,NA
2,27,6,NA,NA,NA,NA
1,3,0,21,4,25,7
2,30,0,NA,NA,NA,NA
1,1,0,43,4,50,5
1,48,4,NA,NA,NA,NA
1,53,2,NA,NA,NA,NA
2,46,0,NA,NA,NA,NA
1,5,1,31,0,36,6
2,13,0,40,8,47,8
2,58,0,NA,NA,NA,NA
2,14,4,33,0,NA,NA
2,10,NA,NA,NA,NA,NA
1,16,0,45,0,52,4
1,12,5,49,8,57,6
1,41,8,NA,NA,NA,NA
1,29,0,NA,NA,NA,NA
1,50,5,NA,NA,NA,NA
1,12,1,44,7,46,11
1,1,0,20,4,29,0
1,23,8,NA,NA,NA,NA
2,30,2,NA,NA,NA,NA
1,11,2,55,1,NA,NA
1,0,0,23,4,38,6
2,3,0,25,0,NA,NA
2,57,0,NA,NA,NA,NA
1,25,NA,NA,NA,NA,NA
2,16,2,35,0,39,8
1,2,0,34,0,NA,NA
1,6,0,25,5,27,0
1,25,4,NA,NA,NA,NA
1,4,0,28,0,32,7
1,14,6,37,8,41,8
2,23,6,NA,NA,NA,NA
1,5,0,30,0,35,5
2,27,8,53,4,57,10
1,3,0,21,4,26,5
1,26,0,NA,NA,NA,NA
2,9,1,35,0,39,9
2,3,0,25,3,29,8
1,35,12,NA,NA,NA,NA
2,14,0,34,0,NA,NA
1,29,8,NA,NA,NA,NA
1,27,0,51,0,59,0
1,5,0,29,4,NA,NA
2,12,NA,NA,NA,NA,NA
2,25,6,NA,NA,NA,NA
1,30,3,NA,NA,NA,NA
2,18,12,39,0,NA,NA
2,3,0,27,1,NA,NA
2,13,0,45,0,NA,NA
1,1,0,33,0,37,0
1,8,0,36,0,43,6
2,37,0,NA,NA,NA,NA
1,21,5,59,0,NA,NA
1,2,0,21,6,30,12
1,1,0,23,4,34,4
2,33,0,NA,NA,NA,NA
2,0,0,25,2,28,6
2,25,0,NA,NA,NA,NA
2,21,6,NA,NA,NA,NA
1,67,0,NA,NA,NA,NA
1,57,2,NA,NA,NA,NA
2,61,0,NA,NA,NA,NA
2,27,3,NA,NA,NA,NA
2,6,1,32,4,NA,NA
1,14,3,48,3,NA,NA
2,29,0,NA,NA,NA,NA
2,37,0,NA,NA,NA,NA
1,23,0,57,0,66,6
2,61,0,NA,NA,NA,NA
1,0,0,19,5,23,6
1,51,5,NA,NA,NA,NA
2,3,0,25,0,27,6
1,57,4,NA,NA,NA,NA
1,37,5,NA,NA,NA,NA
1,8,0,52,3,55,3
2,6,0,35,0,39,0
1,3,0,29,0,NA,NA
2,33,0,NA,NA,NA,NA
2,28,4,NA,NA,NA,NA
1,48,0,NA,NA,NA,NA
2,8,NA,NA,NA,NA,NA
2,22,4,NA,NA,NA,NA
1,10,1,50,0,57,0
1,6,NA,NA,NA,NA,NA
1,13,NA,28,3,33,6
2,5,NA,NA,NA,NA,NA
1,13,NA,NA,NA,NA,NA
2,4,0,25,7,NA,NA
1,14,7,57,3,NA,NA
2,29,14,55,7,NA,NA
2,43,2,NA,NA,NA,NA
2,1,0,25,0,41,12
2,33,2,NA,NA,NA,NA
1,82,0,NA,NA,NA,NA
1,3,0,49,0,59,2
2,2,0,35,8,37,10
2,47,0,NA,NA,NA,NA
1,1,0,25,0,NA,NA
2,55,2,NA,NA,NA,NA
1,11,NA,NA,NA,NA,NA
1,5,0,29,8,48,12
2,16,5,34,0,41,0
2,2,0,20,8,23,8
1,20,13,45,0,48,0
1,25,14,48,0,52,3
2,1,0,32,0,37,0
1,23,0,NA,NA,NA,NA
1,61,0,NA,NA,NA,NA
1,12,4,33,6,37,7
1,20,0,48,3,NA,NA
2,23,4,NA,NA,NA,NA
1,23,5,55,1,NA,NA
2,3,0,23,0,33,7
1,49,3,NA,NA,NA,NA
1,24,2,45,0,55,5
1,1,0,19,3,NA,NA
1,5,0,46,2,52,0
2,35,3,NA,NA,NA,NA
1,8,1,35,4,40,8
1,12,0,32,0,43,1
1,31,0,NA,NA,NA,NA
2,60,0,NA,NA,NA,NA
2,57,2,NA,NA,NA,NA
1,43,5,NA,NA,NA,NA
1,4,NA,NA,NA,NA,NA
2,23,5,NA,NA,NA,NA
1,33,7,NA,NA,NA,NA
1,70,12,NA,NA,NA,NA
2,74,4,NA,NA,NA,NA
1,37,7,NA,NA,NA,NA
1,19,4,53,0,NA,NA
2,48,0,NA,NA,NA,NA
1,28,5,NA,NA,NA,NA
2,14,5,37,0,47,6
1,33,5,NA,NA,NA,NA
2,23,7,NA,NA,NA,NA
2,14,4,30,0,37,0
1,14,3,37,0,NA,NA
2,18,0,51,0,69,3
1,19,8,51,0,57,0
2,38,0,67,2,NA,NA
2,15,5,37,0,45,0
2,10,1,36,2,38,0
2,4,0,28,0,29,6
1,33,12,NA,NA,NA,NA
2,10,3,46,0,50,6
1,5,0,33,0,37,0
2,38,0,NA,NA,NA,NA
1,11,0,33,0,NA,NA
1,19,NA,NA,NA,NA,NA
1,0,0,28,0,33,3
2,49,0,NA,NA,NA,NA
2,3,0,35,0,39,8
2,25,4,NA,NA,NA,NA
2,12,NA,NA,NA,NA,NA
2,8,2,40,6,49,3
1,34,8,NA,NA,NA,NA
2,4,0,27,2,NA,NA
2,3,0,23,5,NA,NA
2,19,5,NA,NA,NA,NA
2,3,0,27,0,NA,NA
1,29,7,NA,NA,NA,NA
2,22,0,57,0,NA,NA
2,2,0,31,0,37,8
1,20,7,NA,NA,NA,NA
1,5,0,45,0,52,3
2,1,0,21,5,26,8
1,21,7,45,2,NA,NA
2,25,5,NA,NA,NA,NA
1,17,3,36,0,40,8
1,26,7,NA,NA,NA,NA
2,51,0,NA,NA,NA,NA
1,0,0,21,0,NA,NA
1,23,8,NA,NA,NA,NA
2,19,0,NA,NA,NA,NA
1,41,8,NA,NA,NA,NA
1,19,NA,NA,NA,NA,NA
1,29,3,NA,NA,NA,NA
2,8,1,29,2,31,8
1,50,6,NA,NA,NA,NA
2,30,3,55,0,NA,NA
2,13,0,44,0,49,0
1,20,6,53,2,NA,NA
2,17,0,NA,NA,NA,NA
2,25,0,NA,NA,NA,NA
2,51,0,68,0,NA,NA
1,3,0,20,5,28,8
2,25,3,NA,NA,NA,NA
1,25,12,NA,NA,NA,NA
2,1,0,19,3,25,6
2,15,8,33,12,NA,NA
1,8,1,31,0,34,8
2,0,0,24,0,30,3
2,1,0,22,8,37,8
2,67,2,NA,NA,NA,NA
2,4,0,29,0,33,0
2,4,0,21,0,25,0
1,30,7,NA,NA,NA,NA
2,4,0,22,5,27,0
1,18,8,35,8,38,12
2,9,0,45,0,NA,NA
1,13,NA,NA,NA,NA,NA
2,19,4,NA,NA,NA,NA
1,14,3,37,0,40,6
1,1,0,26,3,30,2
1,10,1,34,0,NA,NA
1,23,0,59,0,69,0
2,40,0,NA,NA,NA,NA
2,1,0,28,0,32,6
1,20,2,46,0,51,0
2,2,0,31,2,43,9
1,69,3,NA,NA,NA,NA
2,47,0,NA,NA,NA,NA
2,31,8,68,2,NA,NA
2,22,8,NA,NA,NA,NA
1,17,4,54,0,61,2
2,15,NA,NA,NA,NA,NA
1,23,8,47,3,NA,NA
2,23,13,43,9,NA,NA
1,14,4,37,0,40,5
2,27,6,69,0,73,3
1,22,1,64,4,NA,NA
2,30,0,NA,NA,NA,NA
1,1,0,28,4,31,5
2,12,NA,NA,NA,NA,NA
2,15,NA,NA,NA,NA,NA
2,9,0,31,8,NA,NA
2,42,0,NA,NA,NA,NA
2,17,NA,NA,NA,NA,NA
2,0,0,19,4,21,6
1,1,0,26,0,30,0
2,24,10,NA,NA,NA,NA
2,61,0,NA,NA,NA,NA
1,40,10,NA,NA,NA,NA
2,40,0,NA,NA,NA,NA
1,18,7,39,0,NA,NA
1,18,6,40,6,49,3
2,23,0,NA,NA,NA,NA
2,35,4,NA,NA,NA,NA
2,9,0,37,0,40,5
1,10,2,45,2,NA,NA
1,22,6,37,0,NA,NA
2,2,0,25,0,27,8
1,3,0,22,0,31,4
2,4,0,39,0,42,2
1,5,0,36,0,NA,12
1,13,5,40,0,61,8
2,29,0,NA,NA,NA,NA
1,27,NA,NA,NA,NA,NA
2,25,0,67,0,NA,NA
1,7,0,32,6,NA,NA
2,14,3,37,0,NA,NA
1,5,1,41,4,NA,NA
2,1,0,21,0,NA,NA
1,23,6,35,0,NA,NA
1,18,3,38,0,NA,NA
1,2,2,41,0,NA,NA
2,13,3,39,0,NA,NA
2,11,0,39,0,41,5
2,2,0,25,0,36,7
2,41,0,NA,NA,NA,NA
2,20,3,38,3,NA,NA
2,7,0,39,0,41,5
2,33,10,NA,NA,NA,NA
1,3,0,33,5,47,6
1,64,3,NA,NA,NA,NA
2,22,7,43,0,48,NA
1,0,0,27,0,30,7
2,26,7,48,0,NA,NA
2,77,5,NA,NA,NA,NA
2,0,0,23,5,NA,NA
2,40,0,NA,NA,NA,NA
2,57,0,NA,NA,NA,NA
2,7,0,41,0,45,7
2,4,0,34,7,37,8
2,10,2,43,0,53,5
1,70,4,NA,NA,NA,NA
2,57,3,NA,NA,NA,NA
1,33,0,NA,NA,NA,NA
1,37,0,NA,NA,NA,NA
2,42,10,77,0,79,0
1,39,8,NA,NA,NA,NA
2,59,0,NA,NA,NA,NA
2,22,0,NA,NA,NA,NA
1,18,1,42,0,42,NA
1,38,8,NA,NA,NA,NA
1,6,0,27,0,30,8
2,11,1,43,0,50,5
2,17,3,NA,NA,NA,NA
1,18,6,38,0,NA,NA
1,28,12,NA,NA,NA,NA
2,6,0,31,0,34,8
2,14,8,57,2,60,0
1,31,8,NA,NA,NA,NA
2,35,0,NA,NA,NA,NA
1,5,0,26,4,29,4
1,3,0,33,0,33,0
1,47,0,NA,NA,NA,NA
2,5,0,43,0,48,NA
2,66,0,NA,NA,NA,NA
2,18,6,43,9,NA,NA
2,1,NA,18,8,49,8
1,1,0,30,0,36,0
2,25,5,59,0,62,6
1,6,1,47,0,NA,NA
2,15,NA,NA,NA,NA,NA
2,32,0,NA,NA,NA,NA
1,5,0,29,0,38,0
1,33,5,NA,NA,NA,NA
1,11,3,37,0,49,5
1,15,0,51,0,57,0
1,7,NA,40,0,42,NA
1,19,NA,55,4,57,5
2,1,0,23,7,29,4
1,29,0,NA,NA,NA,NA
1,16,2,35,0,39,8
2,15,0,43,0,NA,NA
2,5,NA,NA,NA,NA,NA
1,17,5,37,0,40,5
2,18,5,38,4,NA,NA
2,33,5,NA,NA,NA,NA
2,73,0,NA,NA,NA,NA
1,30,6,NA,NA,NA,NA
1,2,0,29,4,NA,NA
1,27,3,NA,NA,NA,NA
1,37,0,NA,NA,NA,NA
1,3,NA,24,7,31,8
1,32,8,NA,NA,NA,NA
1,50,8,NA,NA,NA,NA
1,17,3,37,5,39,3
2,0,0,29,4,33,12
1,18,2,46,0,51,0
2,26,0,NA,NA,NA,NA
1,18,5,58,3,NA,NA
1,0,NA,25,8,29,8
2,8,1,25,4,29,8
2,13,1,31,6,39,9
2,21,8,NA,NA,NA,NA
2,10,1,39,0,42,2
1,17,4,37,0,43,0
1,37,7,NA,NA,NA,NA
2,68,0,NA,NA,NA,NA
1,3,NA,NA,NA,NA,NA
2,48,7,NA,NA,NA,NA
2,21,8,NA,NA,NA,NA
1,11,2,37,0,NA,NA
1,27,5,NA,NA,NA,NA
2,18,0,NA,NA,NA,NA
1,6,2,39,6,NA,NA
1,14,5,33,0,41,8
1,19,0,65,0,NA,NA
1,16,3,41,0,53,7
2,7,1,24,0,30,8
1,0,0,47,0,NA,NA
1,23,16,44,9,NA,NA
2,11,0,49,0,NA,NA
1,45,8,NA,NA,NA,NA
2,56,0,NA,NA,NA,NA
2,19,3,NA,NA,NA,NA
1,14,3,46,0,51,0
2,9,3,35,4,NA,NA
1,0,0,37,0,39,6
2,16,4,34,2,37,0
2,2,0,19,2,19,6
1,23,8,48,6,NA,NA
2,9,2,34,0,41,0
2,25,2,NA,NA,NA,NA
2,16,2,47,2,52,0
1,5,0,32,0,NA,NA
2,15,0,32,0,NA,NA
2,5,0,24,0,32,8
2,0,0,28,0,29,6
1,27,6,NA,NA,NA,NA
1,15,2,49,0,NA,NA
1,23,8,NA,NA,NA,NA
2,5,4,35,3,NA,NA
1,7,0,28,0,30,8
1,23,2,NA,NA,NA,NA
1,4,0,24,0,28,0
1,13,2,43,0,50,5
1,27,4,NA,NA,NA,NA
2,57,0,NA,NA,NA,NA
1,7,0,29,0,NA,NA
2,12,3,41,0,NA,NA
2,14,0,46,0,51,0
1,17,4,35,0,NA,NA
2,8,1,41,0,39,3
1,32,6,NA,NA,NA,NA
1,30,8,NA,NA,NA,NA
2,1,0,23,5,27,8
1,25,6,NA,NA,NA,NA
1,12,0,31,0,NA,NA
1,24,4,NA,NA,NA,NA
1,30,7,57,1,67,0
2,23,3,NA,NA,NA,NA
2,3,0,27,3,33,3
2,28,6,NA,NA,NA,NA
2,12,NA,NA,NA,NA,NA
1,3,0,29,5,33,8
2,45,2,NA,NA,NA,NA
1,14,4,43,0,48,NA
1,10,2,29,0,33,14
2,60,0,NA,NA,NA,NA
2,51,0,NA,NA,NA,NA
1,3,0,19,4,29,12
2,27,8,NA,NA,NA,NA
1,10,NA,NA,NA,NA,NA
1,14,3,36,8,39,7
1,38,7,NA,NA,NA,NA
1,9,0,30,6,32,8
1,16,5,33,5,39,8
1,15,2,35,0,NA,NA
2,25,0,NA,NA,NA,NA
1,9,2,32,0,38,8
1,4,0,29,0,32,8
2,49,0,NA,NA,NA,NA
1,55,4,NA,NA,NA,NA
2,57,5,NA,NA,NA,NA
2,26,0,NA,NA,NA,NA
1,37,0,NA,NA,NA,NA
1,14,4,48,5,56,3
1,13,3,48,0,NA,NA
1,53,8,NA,NA,NA,NA
2,5,1,26,0,33,6
2,23,6,45,0,NA,NA
1,16,NA,NA,NA,NA,NA
1,9,1,30,0,37,0
2,20,8,NA,NA,NA,NA
2,27,3,NA,NA,NA,NA
1,13,NA,NA,NA,NA,NA
2,24,11,63,4,88,0
1,7,NA,NA,NA,NA,NA
2,8,4,35,6,39,8
1,2,0,24,7,25,8
1,11,0,-2,7,NA,NA
2,9,0,38,0,45,8
2,2,0,25,4,30,8
1,4,0,36,0,NA,NA
1,20,NA,NA,NA,NA,NA
2,13,6,30,6,32,8
1,11,3,41,0,45,8
1,27,4,NA,NA,NA,NA
2,14,0,32,0,33,4
1,3,NA,NA,NA,NA,NA
2,6,0,47,6,48,14
2,16,5,NA,NA,NA,NA
2,10,2,29,8,NA,NA
2,25,4,NA,NA,NA,NA
1,27,7,61,0,NA,NA
2,5,0,25,6,NA,NA
2,16,0,50,0,47,8
2,24,0,NA,NA,NA,NA
1,10,4,44,5,50,7
2,19,0,52,0,55,0
2,21,5,NA,NA,NA,NA
1,28,0,NA,NA,NA,NA
2,6,1,21,3,27,3
2,41,0,NA,NA,NA,NA
1,1,0,18,4,NA,NA
2,29,0,NA,NA,NA,NA
2,26,0,NA,NA,NA,NA
2,21,0,NA,NA,NA,NA
2,16,1,55,4,75,5
1,43,4,NA,NA,NA,NA
2,12,0,25,0,27,0
2,23,0,NA,NA,NA,NA
2,58,6,NA,NA,NA,NA
2,1,0,25,0,NA,NA
2,28,3,NA,NA,NA,NA
2,12,5,39,0,NA,NA
2,13,0,47,0,NA,NA
1,27,6,NA,NA,NA,NA
2,18,10,45,0,48,0
2,4,1,44,3,NA,NA
1,5,0,27,0,28,0
2,23,4,NA,NA,NA,NA
1,13,0,32,0,43,1
1,15,5,33,10,37,8
2,20,7,NA,NA,NA,NA
1,3,0,21,3,23,6
1,52,0,NA,NA,NA,NA
2,23,3,49,5,NA,NA
2,13,5,35,4,39,8
2,7,0,41,0,NA,NA
2,35,5,NA,NA,NA,NA
1,60,3,NA,NA,NA,NA
1,33,0,NA,NA,NA,NA
1,11,5,33,0,NA,NA
2,8,0,34,3,37,8
1,0,0,32,5,NA,NA
1,0,0,18,6,22,2
2,3,0,35,0,39,8
2,4,0,23,0,27,7
2,19,0,47,0,NA,NA
2,27,6,NA,NA,NA,NA
2,14,7,40,3,NA,NA
2,16,5,37,0,40,5
1,35,0,NA,NA,NA,NA
1,9,1,37,2,48,5
1,6,0,27,0,31,4
2,23,0,NA,NA,NA,NA
2,12,2,35,8,38,12
1,5,0,30,0,37,8
1,16,3,37,0,NA,NA
1,29,4,52,0,NA,NA
1,15,1,50,0,NA,NA
2,19,2,32,0,NA,NA
1,29,0,NA,NA,NA,NA
2,47,6,76,0,83,5
2,19,0,NA,NA,NA,NA
2,16,4,35,8,38,12
2,9,1,35,0,37,12
1,4,0,50,3,51,5
1,4,0,34,0,41,0
2,23,5,NA,NA,NA,NA
2,6,NA,36,5,40,3
2,15,4,41,0,NA,NA
1,3,0,25,4,34,5
2,35,0,NA,NA,NA,NA
2,30,0,NA,NA,NA,NA
2,0,0,21,0,28,6
2,63,4,NA,NA,NA,NA
1,16,NA,NA,NA,NA,NA
2,27,0,NA,NA,NA,NA
2,5,0,24,0,30,3
2,22,3,NA,NA,NA,NA
2,12,3,40,0,NA,NA
1,25,7,NA,NA,NA,NA
1,14,0,45,0,52,4
1,8,0,32,5,37,5
2,17,NA,NA,NA,NA,NA
2,37,0,NA,NA,NA,NA
1,10,4,49,4,55,8
2,53,3,76,0,83,5
2,22,0,NA,NA,NA,NA
1,60,7,NA,NA,NA,NA
1,30,4,NA,NA,NA,NA
1,17,NA,63,0,NA,NA
2,15,8,48,7,55,9
1,16,8,35,5,NA,NA
1,37,3,NA,NA,NA,NA
2,1,0,31,0,36,0
2,9,4,28,7,32,11
1,4,0,27,0,31,4
2,20,4,NA,NA,NA,NA
1,48,12,NA,NA,NA,NA
2,6,NA,NA,NA,NA,NA
2,12,2,48,5,56,3
1,23,NA,NA,NA,NA,NA
2,0,0,37,0,40,7
1,41,0,NA,NA,NA,NA
1,2,0,24,1,33,8
2,13,4,41,6,50,8
1,14,2,34,0,NA,NA
1,28,8,NA,NA,NA,NA
2,14,1,44,7,46,11
1,14,4,35,2,40,3
1,5,0,23,0,33,5
2,0,0,22,8,27,8
2,6,0,29,4,32,8
1,29,0,59,0,69,0
2,63,3,NA,NA,NA,NA
1,7,0,40,0,48,8
1,18,0,37,2,39,3
2,10,3,39,0,NA,NA
2,17,8,NA,NA,NA,NA
1,3,0,24,0,30,14
1,38,3,NA,NA,NA,NA
2,11,0,38,0,45,8
1,1,0,19,2,26,8
1,8,1,25,0,36,7
2,20,3,32,7,38,2
1,37,8,NA,NA,NA,NA
2,35,0,58,6,NA,NA
1,23,0,40,0,NA,NA
2,23,4,NA,NA,NA,NA
1,10,0,32,0,NA,NA
2,37,0,NA,NA,NA,NA
1,79,0,NA,NA,NA,NA
1,4,1,45,2,NA,NA
2,7,0,44,0,48,0
1,37,6,NA,NA,NA,NA
2,23,5,NA,NA,NA,NA
2,24,0,59,0,NA,NA
2,0,0,25,0,27,0
1,23,1,51,0,NA,NA
2,37,0,NA,NA,NA,NA
2,53,0,NA,NA,NA,NA
2,11,3,33,0,39,8
2,4,0,23,8,27,8
2,15,0,33,6,35,6
1,4,0,32,2,37,6
2,29,2,56,0,NA,NA
1,4,0,25,5,30,6
1,4,0,25,2,NA,NA
2,16,0,36,0,NA,NA
2,16,1,NA,NA,NA,NA
1,49,4,NA,NA,NA,NA
2,48,0,NA,NA,NA,NA
1,57,8,NA,NA,NA,NA
2,3,0,27,1,NA,NA
1,34,7,NA,NA,NA,NA
2,29,0,NA,NA,NA,NA
2,6,0,34,1,43,1
2,21,4,NA,NA,NA,NA
2,15,4,47,6,52,6
1,15,5,28,0,33,3
2,11,7,35,0,37,8
1,5,0,38,4,62,3
1,20,7,55,0,NA,NA
2,60,0,NA,NA,NA,NA
1,18,4,42,0,NA,NA
1,10,2,27,2,36,8
2,3,0,35,0,39,9
1,4,0,25,0,29,0
1,5,0,30,6,30,6
2,0,0,24,5,31,6
1,6,4,22,3,35,2
2,37,8,NA,NA,NA,NA
1,11,5,38,2,62,13
2,34,0,NA,NA,NA,NA
2,4,NA,38,0,NA,NA
2,24,6,NA,NA,NA,NA
2,2,0,21,5,34,0
1,31,4,NA,NA,NA,NA
1,29,4,NA,NA,NA,NA
2,17,NA,NA,NA,NA,NA
2,25,0,NA,NA,NA,NA
1,15,NA,NA,NA,NA,NA
1,30,12,NA,NA,NA,NA
2,14,2,40,0,48,8
2,23,4,NA,NA,NA,NA
1,23,0,61,0,NA,NA
1,25,NA,61,0,NA,NA
2,39,6,NA,NA,NA,NA
1,4,0,35,5,36,3
1,6,1,37,5,39,3
2,7,0,33,12,NA,NA
1,43,6,NA,NA,NA,NA
1,5,0,23,4,27,6
2,3,0,28,14,NA,NA
1,26,4,58,2,70,4
1,39,7,NA,NA,NA,NA
2,-2,7,NA,NA,NA,NA
1,1,0,18,0,32,8
1,52,6,NA,NA,NA,NA
1,0,0,19,0,27,0
1,8,0,33,0,41,8
1,20,7,45,0,55,5
2,16,8,46,0,50,6
2,21,6,37,0,43,0
1,12,1,37,3,39,8
1,5,NA,NA,NA,NA,NA
2,45,0,NA,NA,NA,NA
1,4,0,21,7,25,5
2,31,5,NA,NA,NA,NA
2,11,2,35,0,39,8
2,32,0,NA,NA,NA,NA
1,3,0,22,8,28,12
1,3,0,45,1,48,4
2,61,0,NA,NA,NA,NA
1,64,7,NA,NA,NA,NA
2,55,4,NA,NA,NA,NA
2,31,1,NA,NA,NA,NA
2,24,4,47,4,50,8
2,29,8,NA,NA,NA,NA
1,37,12,NA,NA,NA,NA
1,15,4,39,0,45,8
1,14,0,35,0,NA,NA
2,17,0,NA,NA,NA,NA
2,37,0,NA,NA,NA,NA
2,19,NA,NA,NA,NA,NA
1,66,3,NA,NA,NA,NA
1,9,1,31,4,52,8
1,34,8,NA,NA,NA,NA
2,5,0,36,2,38,0
1,2,0,22,5,32,0
1,34,7,NA,NA,NA,NA
2,1,0,20,3,26,7
1,24,4,55,2,60,5
2,17,3,34,0,NA,NA
2,14,5,55,0,NA,NA
2,18,4,NA,NA,NA,NA
2,22,4,39,8,45,3
1,14,3,42,2,47,3
1,3,0,40,0,NA,NA
2,3,0,23,6,26,3
1,22,8,NA,NA,NA,NA
2,4,NA,NA,NA,NA,NA
1,0,0,27,0,30,8
1,1,0,33,0,36,6
2,53,2,NA,NA,NA,NA
2,39,0,NA,NA,NA,NA
2,5,0,42,0,NA,NA
2,54,0,NA,NA,NA,NA
2,11,3,25,8,35,6
2,1,0,24,6,27,0
2,23,0,44,0,49,0
2,22,0,NA,NA,NA,NA
1,13,0,44,0,49,0
2,0,0,31,0,37,0
2,14,4,31,0,NA,NA
1,8,3,49,0,51,5
1,27,8,NA,NA,NA,NA
2,6,1,22,8,27,8
1,6,1,37,0,40,5
2,36,2,NA,NA,NA,NA
1,30,0,NA,NA,NA,NA
2,65,0,NA,NA,NA,NA
2,1,0,23,0,26,2
1,3,0,35,4,39,8
2,4,0,25,6,30,12
1,53,6,NA,NA,NA,NA
2,8,1,27,0,30,7
1,-2,NA,NA,NA,NA,NA
1,13,4,51,7,57,8
1,14,2,37,0,NA,NA
2,21,0,37,0,NA,NA
2,45,0,NA,NA,NA,NA
1,4,0,44,0,48,0
2,15,0,40,8,47,8
2,24,0,63,0,NA,NA
1,8,2,32,5,32,6
2,28,7,56,6,NA,NA
2,55,0,83,2,NA,NA
2,52,0,NA,NA,NA,NA
2,9,NA,NA,NA,NA,NA
2,41,0,NA,NA,NA,NA
2,1,0,23,7,30,7
1,15,6,32,2,48,4
1,12,3,36,0,NA,NA
2,4,0,21,6,30,12
1,47,0,NA,NA,NA,NA
1,0,0,35,0,37,12
2,58,0,NA,NA,NA,NA
1,17,NA,NA,NA,NA,NA
1,11,2,44,0,NA,NA
2,2,0,33,8,35,12
2,61,7,NA,NA,NA,NA
2,9,0,26,0,NA,NA
2,60,0,NA,NA,NA,NA
1,13,0,51,0,57,0
2,11,1,55,0,NA,NA
2,9,NA,NA,NA,NA,NA
2,5,0,28,6,29,4
1,6,1,35,8,38,6
1,19,6,55,0,NA,NA
2,8,0,32,0,37,7
1,0,0,18,4,23,0
1,30,5,NA,NA,NA,NA
2,4,0,31,0,NA,NA
2,11,NA,NA,NA,NA,NA
1,8,0,32,0,NA,NA
1,32,11,NA,NA,NA,NA
2,13,2,34,0,39,6
1,17,5,53,0,NA,NA
2,19,0,NA,NA,NA,NA
2,4,0,31,6,NA,NA
2,20,8,NA,NA,NA,NA
1,41,5,NA,NA,NA,NA
2,21,5,63,0,NA,NA
2,15,NA,NA,NA,NA,NA
2,35,0,77,0,79,0
2,1,0,24,0,NA,NA
2,79,0,NA,NA,NA,NA
2,10,2,27,0,29,4
2,14,7,31,7,NA,NA
2,7,0,37,0,55,2
1,4,0,30,4,NA,NA
1,16,3,31,0,36,0
2,16,3,34,0,38,3
1,16,4,33,0,NA,NA
2,29,8,NA,NA,NA,NA
1,70,0,NA,NA,NA,NA
1,29,8,57,0,NA,NA
2,33,8,NA,NA,NA,NA
2,12,0,31,0,43,8
1,29,4,NA,NA,NA,NA
2,0,0,23,8,27,8
2,55,4,NA,NA,NA,NA
2,33,2,NA,NA,NA,NA
2,30,2,NA,NA,NA,NA
1,9,NA,33,0,38,0
1,26,4,NA,NA,NA,NA
2,3,0,33,0,39,8
1,24,NA,NA,NA,NA,NA
2,36,2,57,1,67,0
1,21,8,49,0,NA,NA
2,52,0,NA,NA,NA,NA
1,13,1,31,8,NA,NA
2,12,3,35,0,39,9
1,14,NA,NA,NA,NA,NA
2,55,0,NA,NA,NA,NA
1,23,6,NA,NA,NA,NA
1,1,0,31,0,NA,NA
1,27,1,NA,NA,NA,NA
2,6,3,41,0,NA,NA
1,6,0,37,0,40,5
2,27,2,NA,NA,NA,NA
2,1,0,19,2,25,NA
2,55,0,NA,NA,NA,NA
2,54,0,NA,NA,NA,NA
1,4,0,40,6,49,3
1,6,0,24,9,27,0
1,16,0,33,0,33,0
2,47,0,NA,NA,NA,NA
2,31,5,NA,NA,NA,NA
1,11,1,37,0,40,5
1,14,2,53,0,63,0
2,39,0,NA,NA,NA,NA
2,20,5,38,4,NA,NA
1,3,0,26,0,33,6
2,8,1,24,0,28,0
1,4,0,25,0,30,5
1,10,3,27,5,33,8
2,21,6,47,6,52,6
1,24,8,NA,NA,NA,NA
1,37,0,NA,NA,NA,NA
2,25,7,NA,NA,NA,NA
1,19,8,48,2,65,4
1,5,1,24,0,NA,NA
2,13,0,37,0,55,2
2,10,0,36,0,42,5
2,26,2,NA,NA,NA,NA
2,57,2,NA,NA,NA,NA
2,23,1,NA,NA,NA,NA
1,40,7,NA,NA,NA,NA
2,32,7,NA,NA,NA,NA
1,18,0,45,0,NA,NA
1,35,9,NA,NA,NA,NA
2,0,NA,NA,NA,NA,NA
1,1,0,30,7,30,7
2,27,3,37,5,39,3
2,77,0,NA,NA,NA,NA
2,6,0,37,0,38,8
2,2,0,26,4,29,4
1,10,0,41,8,NA,NA
1,13,3,37,0,40,7
1,17,7,46,0,57,2
2,10,3,31,0,37,8
1,14,5,38,0,49,4
1,3,NA,NA,NA,NA,NA
1,25,0,NA,NA,NA,NA
1,18,2,50,0,57,0
1,36,8,NA,NA,NA,NA
1,13,2,32,0,NA,NA
1,13,NA,55,4,57,5
1,18,5,41,0,53,7
2,7,1,41,0,NA,NA
1,2,0,18,4,23,0
2,38,4,NA,NA,NA,NA
2,2,0,21,6,28,7
1,15,6,39,4,NA,NA
2,24,6,55,2,62,3
1,7,2,31,9,NA,NA
2,10,2,39,0,49,8
2,9,2,42,0,NA,NA
2,64,4,NA,NA,NA,NA
2,3,0,25,0,32,7
2,20,2,NA,NA,NA,NA
1,33,5,NA,NA,NA,NA
1,1,0,27,0,NA,NA
2,3,0,29,8,48,12
1,16,7,48,5,56,3
