"id","age","male","rs","idm","agem","rsm","idf"
"y5loc",77,2,4,"kcg3b",NA,1,"kcg3b"
"tvwii",1,2,NA,"lt8fu",24,2,"wb51a"
"sflgw",26,1,0,"bh28b",58,3,"rori3"
"t372j",47,2,5,"kcg3b",NA,4,"kcg3b"
"ymuhh",27,1,1,"kcg3b",NA,1,"kcg3b"
"iio5e",15,2,NA,"nb5jp",29,5,"n6ie9"
"xvq0o",22,1,1,"kcg3b",NA,4,"kcg3b"
"k1hfs",4,2,NA,"bqij2",25,2,"x57n6"
"xwlu7",5,2,NA,"zqsgv",23,3,"kcg3b"
"tlx7i",16,1,NA,"ed41u",34,6,"r23ki"
"pmrwx",6,1,NA,"sfik4",39,8,"c63zt"
"qxr2f",5,1,NA,"lwfe4",24,2,"kcg3b"
"d5gn7",17,2,NA,"kcg3b",NA,NA,"kcg3b"
"wuui7",14,2,NA,"pn77e",33,3,"k97q1"
"accrd",6,2,NA,"xbdh7",24,2,"y7x1r"
"booet",19,2,1,"lfput",41,6,"a4m69"
"zwv05",1,1,NA,"womou",28,2,"xex95"
"oa0c3",23,2,3,"kcg3b",NA,5,"kcg3b"
"af6fq",6,1,NA,"fdpzt",28,3,"w13x4"
"n16s0",12,2,NA,"i5qhu",43,7,"t12ts"
"p94fl",5,2,NA,"z7y5w",39,5,"kcg3b"
"vbf9p",73,1,7,"kcg3b",NA,1,"kcg3b"
"g5wpw",10,2,NA,"gyc46",47,8,"kcg3b"
"pf88k",6,1,NA,"lqax8",35,10,"p6hzk"
"uo2kr",8,2,NA,"sfik4",39,8,"c63zt"
"gi3ls",23,2,2,"kcg3b",NA,3,"kcg3b"
"x8rqw",14,1,NA,"qw98k",45,4,"kcg3b"
"hjoiu",11,2,NA,"fq130",44,6,"kcg3b"
"czh83",10,2,NA,"ggo0f",43,9,"oqrqe"
"qgpp9",15,1,NA,"kcg3b",NA,NA,"kcg3b"
"xmbdw",0,2,NA,"u49bh",20,2,"kcg3b"
"add92",58,2,3,"kcg3b",NA,5,"kcg3b"
"ltwj7",23,1,NA,"h35bn",47,4,"kcg3b"
"afg8c",1,2,NA,"p4x6y",30,4,"ulvjc"
"myc4q",52,1,1,"kcg3b",NA,2,"kcg3b"
"mkdt8",33,1,1,"kcg3b",NA,6,"kcg3b"
"ri9v3",9,2,NA,"ebea1",28,4,"xw1sg"
"qtmx5",70,2,1,"kcg3b",NA,2,"kcg3b"
"eu54i",5,1,NA,"ay1i7",32,7,"kcg3b"
"qhg5r",28,1,2,"kcg3b",NA,10,"kcg3b"
"p807n",24,2,1,"h8a30",55,7,"kxvau"
"plp32",1,2,NA,"gnaot",33,5,"an0vs"
"czca4",13,2,NA,"kcg3b",NA,NA,"kcg3b"
"euke6",26,2,1,"iph1j",55,4,"kcg3b"
"decrn",36,2,5,"kcg3b",NA,4,"kcg3b"
"tif6z",5,2,NA,"llo9e",24,3,"oa5zk"
"cqxfk",14,2,NA,"o1ol0",34,3,"kcg3b"
"ig94n",41,2,7,"kcg3b",NA,3,"kcg3b"
"z6lv4",2,1,NA,"lyv9y",21,2,"c41e4"
"ad4ls",61,1,0,"kcg3b",NA,4,"kcg3b"
"olo6t",1,2,NA,"yeh7a",37,3,"kcg3b"
"nap0o",13,2,NA,"gxdj3",46,7,"gu19v"
"nvzie",2,2,NA,"wn5rh",38,5,"fj29g"
"knql2",6,1,NA,"kcg3b",NA,NA,"kcg3b"
"stgid",0,2,NA,"n88vd",17,1,"jc0j4"
"a724y",3,2,NA,"t2af6",23,3,"kcg3b"
"nb6xl",4,1,NA,"ijdiq",45,6,"kcg3b"
"yo72o",79,2,6,"kcg3b",NA,NA,"kcg3b"
"tnsw3",20,1,0,"kcg3b",NA,5,"kcg3b"
"pb02b",14,1,NA,"rtfuh",45,8,"pfks5"
"lkbv5",24,2,2,"kcg3b",NA,4,"kcg3b"
"w37fl",51,2,5,"isvzn",71,7,"kcg3b"
"b9yea",3,2,NA,"iydx8",29,4,"tg325"
"eocjq",25,2,2,"kcg3b",NA,2,"kcg3b"
"sbql7",10,1,NA,"dn8q3",29,5,"nokpy"
"ufd3f",20,1,NA,"sfik4",39,8,"c63zt"
"qagcl",0,2,NA,"s9xjr",26,4,"kcg3b"
"hz6qd",28,1,5,"kcg3b",NA,5,"kcg3b"
"i7xgs",52,2,NA,"j5npa",77,7,"fjlit"
"prcci",28,1,5,"kcg3b",NA,4,"kcg3b"
"wf0tk",19,1,NA,"gyg5c",52,5,"oyamp"
"nxmcc",16,2,NA,"eiq6r",40,6,"kcg3b"
"hi3ke",5,1,NA,"ej5f3",27,4,"w4khw"
"bxmmg",20,2,0,"kcg3b",NA,9,"kcg3b"
"t39bf",0,2,NA,"wr8b6",33,5,"rf0rk"
"o19tn",10,2,NA,"zaukl",48,8,"z31iy"
"s6nk0",33,2,4,"kcg3b",NA,NA,"kcg3b"
"gfymn",34,1,3,"kcg3b",NA,3,"kcg3b"
"bpjx4",3,1,NA,"vzdhq",22,2,"qhg5r"
"h1iq9",10,2,NA,"j1dz5",31,5,"cxh84"
"ls342",6,1,NA,"h7r6p",25,2,"nqp0v"
"inxgj",3,2,NA,"ds0cd",28,6,"dr9ob"
"lleg7",22,2,0,"kcg3b",NA,6,"kcg3b"
"fm852",12,1,NA,"y27xc",32,5,"kcg3b"
"srk8u",23,2,NA,"zk30b",43,4,"kcg3b"
"k5jrc",1,2,NA,"lmfx5",21,2,"g3i9l"
"ooek5",30,2,4,"kcg3b",NA,6,"kcg3b"
"lrmsb",20,1,NA,"si0za",46,10,"myewp"
"fnn20",63,1,11,"kcg3b",NA,3,"kcg3b"
"mdbvm",49,2,3,"kcg3b",NA,5,"kcg3b"
"usra3",1,2,NA,"pdcus",23,2,"a80yk"
"tdpbc",22,2,1,"kcg3b",NA,4,"kcg3b"
"fqnwo",13,2,NA,"x2oy2",37,2,"kl9e8"
"lo153",55,1,2,"kcg3b",NA,4,"kcg3b"
"gozlm",18,1,NA,"kcg3b",NA,NA,"kcg3b"
"yh8s5",15,1,NA,"kcg3b",NA,NA,"kcg3b"
"bos10",25,1,0,"kcg3b",NA,2,"kcg3b"
"vhvft",8,2,NA,"z523s",35,5,"jwphi"
"l9j4t",14,2,NA,"npdzg",35,5,"w2obr"
"vbvr4",0,2,NA,"bu9pa",21,2,"v0nja"
"trknf",14,1,NA,"fc8rp",35,7,"kcg3b"
"skm5x",4,1,NA,"iwkrc",21,2,"kcg3b"
"pdlrq",18,1,NA,"v7v97",39,6,"h81q9"
"ifn4u",22,1,1,"kcg3b",NA,5,"kcg3b"
"wik5w",7,1,NA,"zuih5",28,4,"sg54z"
"h0aeu",44,2,7,"kcg3b",NA,2,"kcg3b"
"hl77h",28,1,5,"kcg3b",NA,2,"kcg3b"
"jorn6",33,2,3,"kcg3b",NA,3,"kcg3b"
"lvvpb",12,2,NA,"bb919",27,4,"suo8q"
"i8l3t",28,1,4,"kcg3b",NA,1,"kcg3b"
"nltzg",68,1,6,"kcg3b",NA,2,"kcg3b"
"c3ixw",30,1,3,"kcg3b",NA,3,"kcg3b"
"m2zqw",14,2,NA,"r68ev",42,8,"kcg3b"
"heysx",51,2,6,"kcg3b",NA,8,"kcg3b"
"nokpy",33,1,5,"kcg3b",NA,5,"kcg3b"
"snx8c",9,2,NA,"yew9x",26,3,"kcg3b"
"f2qn2",18,1,NA,"rtfuh",45,8,"pfks5"
"milyu",3,1,NA,"j798z",33,5,"j798z"
"di0qt",17,2,NA,"kcg3b",NA,NA,"kcg3b"
"ekpnu",15,2,NA,"b5eov",34,5,"xat80"
"r4d7h",12,1,NA,"zjcy1",44,8,"b7uy2"
"y808b",29,2,2,"kcg3b",NA,9,"kcg3b"
"rm3a6",14,1,NA,"ocfpu",37,3,"tbxa2"
"oxkgm",14,1,NA,"vsmqi",35,4,"rm14c"
"ouq1o",39,1,3,"kcg3b",NA,4,"kcg3b"
"mds3j",7,2,NA,"ccdar",27,3,"m69di"
"iipcp",8,1,NA,"zt3z9",45,10,"kcg3b"
"o2g5l",22,2,2,"kcg3b",NA,8,"kcg3b"
"l38hj",3,1,NA,"ltyps",27,3,"sq2oy"
"ou9bw",13,1,NA,"kcg3b",NA,NA,"kcg3b"
"qgo8u",4,2,NA,"eauza",21,1,"kcg3b"
"bw4hg",15,2,NA,"kcg3b",NA,NA,"kcg3b"
"ocyl5",9,2,NA,"yeigz",27,6,"fjjog"
"tfo6v",12,2,NA,"rdnah",35,6,"nenho"
"oa20j",17,1,NA,"dgdo8",53,5,"kcg3b"
"rhe3c",0,2,NA,"cl8ta",16,1,"p63om"
"uuj5r",1,1,NA,"jsfne",26,3,"kcg3b"
"fd79w",14,1,NA,"n1ed0",32,7,"myzhb"
"l7jvz",27,2,4,"kcg3b",NA,3,"kcg3b"
"yekb7",30,1,1,"kcg3b",NA,4,"kcg3b"
"offba",10,1,NA,"kcg3b",NA,NA,"kcg3b"
"xqa52",22,1,0,"kcg3b",NA,5,"kcg3b"
"qbq8g",12,1,NA,"n9gw1",55,8,"kcg3b"
"be04c",51,2,9,"kcg3b",NA,1,"kcg3b"
"u9xpq",0,2,NA,"cfh19",41,6,"kcg3b"
"u6zpg",17,2,NA,"decrn",36,5,"t8l2n"
"ap2lh",22,2,1,"x7tg3",44,7,"kcg3b"
"aiitj",14,1,NA,"kcg3b",NA,NA,"kcg3b"
"ooobl",16,2,NA,"yfnn2",46,4,"zmavz"
"ylv2q",4,1,NA,"vc36j",32,5,"mhrog"
"f2918",16,2,NA,"dwydd",40,8,"rqahw"
"kw8rj",49,2,0,"jq8qk",76,5,"ome5w"
"ktjup",13,2,NA,"u3due",45,6,"e8ftb"
"vpoyp",18,1,NA,"vsmqi",35,4,"rm14c"
"j9abc",8,1,NA,"voeqh",25,4,"yt2at"
"hg1lt",32,2,3,"kcg3b",NA,1,"kcg3b"
"tadaj",40,2,6,"kcg3b",NA,1,"kcg3b"
"apyzb",2,1,NA,"satct",24,1,"nyydy"
"qsk5a",7,1,NA,"v70ci",25,5,"u21f1"
"qbsvh",29,1,NA,"f6tdg",59,6,"vspvg"
"qqy98",43,1,0,"rn6jr",62,7,"kcg3b"
"jm9vr",22,1,NA,"zaukl",48,8,"z31iy"
"zjcy1",44,2,8,"kcg3b",NA,7,"kcg3b"
"dmnms",8,2,NA,"v7v97",39,6,"h81q9"
"pdg5n",18,2,NA,"wr8b6",33,5,"rf0rk"
"z7zp0",8,2,NA,"ehjdi",30,2,"ji95s"
"h4gxx",23,1,1,"kcg3b",NA,3,"kcg3b"
"pn77e",33,2,3,"kcg3b",NA,5,"kcg3b"
"cdrsd",3,1,NA,"rf2g8",21,2,"uwbab"
"awu3r",8,1,NA,"isys0",25,6,"vvxk5"
"wjtef",6,1,NA,"z2h29",22,2,"i3hek"
"jg35v",0,2,NA,"iphta",24,5,"aw3ly"
"jx80k",58,2,3,"kcg3b",NA,2,"kcg3b"
"loau2",4,2,NA,"pm6js",53,5,"kcg3b"
"t2ccg",1,2,NA,"wua00",30,5,"jsy86"
"dgs3v",67,2,6,"kcg3b",NA,8,"kcg3b"
"qmfme",10,1,NA,"blmpq",37,3,"kcg3b"
"olpwa",16,1,NA,"d1w1l",31,4,"nml89"
"nekti",17,1,NA,"dfn8o",48,3,"he99n"
"j1w1h",35,1,1,"kcg3b",NA,4,"kcg3b"
"cjocr",0,2,NA,"wyo57",45,5,"gknza"
"x26vv",11,1,NA,"oswqd",37,7,"feiq0"
"ozc2a",22,1,NA,"gwstt",47,6,"kcg3b"
"wag88",5,2,NA,"d9v2d",20,2,"qvv47"
"ulfr4",23,1,NA,"f6tdg",59,6,"vspvg"
"n4ert",7,2,NA,"dxvxn",44,3,"doad0"
"l0njt",21,2,5,"kcg3b",NA,3,"kcg3b"
"fdpzt",28,2,3,"kcg3b",NA,7,"kcg3b"
"wrg9i",20,1,NA,"mz9l0",54,7,"wj1xj"
"bnj8m",22,1,NA,"mefgv",47,3,"kcg3b"
"jzak3",8,1,NA,"agmdw",37,3,"ma01v"
"hlbn0",9,2,NA,"bqpqm",27,6,"kcg3b"
"n0120",19,2,1,"kcg3b",NA,6,"kcg3b"
"zu605",32,1,4,"kcg3b",NA,6,"kcg3b"
"jmk8y",17,1,NA,"pr3p0",34,4,"l0ki6"
"bwc1f",12,2,NA,"urvx6",36,5,"kcg3b"
"jnw2r",23,1,NA,"tadaj",40,6,"kcg3b"
"xb3q1",12,1,NA,"dn8q3",29,5,"nokpy"
"w9uzy",-2,1,NA,"kcg3b",NA,NA,"kcg3b"
"ywd4u",3,2,NA,"q3imp",24,3,"kcg3b"
"bdz42",52,2,5,"kcg3b",NA,1,"kcg3b"
"l391y",65,2,3,"kcg3b",NA,3,"kcg3b"
"ct18b",17,2,NA,"ezw9i",35,6,"qxtf5"
"hbosg",61,1,8,"kcg3b",NA,3,"kcg3b"
"xqnn6",27,2,2,"kcg3b",NA,5,"kcg3b"
"bljbi",4,1,NA,"x8dxb",31,6,"h34je"
"td0ow",11,1,NA,"ubt9e",31,2,"kcg3b"
"z4lvg",14,1,NA,"mpze0",39,5,"kcg3b"
"y8k5e",34,1,3,"kcg3b",NA,4,"kcg3b"
"maltc",5,2,NA,"u5sg5",34,3,"kcg3b"
"oc9do",14,1,NA,"t5aaq",37,5,"ajeor"
"s7o78",17,1,NA,"wywzq",49,8,"w3xcd"
"liy6l",19,2,1,"kcg3b",NA,3,"kcg3b"
"ihdab",1,2,NA,"yu7lq",26,3,"kcg3b"
"lc8pt",35,2,7,"kcg3b",NA,6,"kcg3b"
"obock",0,1,NA,"dtmg9",21,1,"xu3vb"
"q0x3t",51,2,10,"kcg3b",NA,2,"kcg3b"
"rcwx5",35,2,3,"kcg3b",NA,1,"kcg3b"
"pybsw",2,2,NA,"s3y9w",27,4,"qjsp3"
"g6p6w",23,2,3,"kcg3b",NA,5,"kcg3b"
"iozq0",3,1,NA,"pg98y",20,1,"d1u2d"
"tel9p",10,1,NA,"kcg3b",NA,NA,"kcg3b"
"o25j1",7,2,NA,"bm421",28,3,"avbs3"
"vlz9z",13,2,NA,"imhmw",30,7,"rbgxs"
"yvetp",23,2,2,"kcg3b",NA,5,"kcg3b"
"u17ub",6,2,NA,"jkfc0",33,4,"ighe4"
"e9pi5",16,2,NA,"kcg3b",NA,NA,"kcg3b"
"xv580",15,1,NA,"cmaep",33,5,"y638y"
"q3yl3",15,2,NA,"gpy4o",33,3,"i7fvs"
"xdyro",27,2,NA,"ho947",54,6,"kcg3b"
"npk79",9,2,NA,"kcg3b",NA,NA,"kcg3b"
"cz819",6,2,NA,"lkbqv",28,3,"ot139"
"gad0n",3,1,NA,"iphta",24,5,"aw3ly"
"w8n6a",22,2,1,"kcg3b",NA,6,"kcg3b"
"bxvsk",6,2,NA,"qd8el",31,3,"owkon"
"ixn0a",19,2,NA,"k598q",48,7,"kcg3b"
"f4kcq",25,2,4,"kcg3b",NA,7,"kcg3b"
"gb8y6",10,1,NA,"et74i",26,3,"bm1oz"
"h1o0t",3,1,NA,"k7016",21,2,"ul5g5"
"ul7rw",19,1,NA,"lds3a",36,5,"kcg3b"
"otdfo",12,1,NA,"yed8s",35,6,"bfr10"
"bfr10",43,1,5,"kcg3b",NA,2,"kcg3b"
"z43dg",29,1,3,"kcg3b",NA,2,"kcg3b"
"avq22",20,2,1,"kcg3b",NA,4,"kcg3b"
"ffavc",-2,1,0,"kcg3b",NA,NA,"kcg3b"
"ompkd",3,1,NA,"snslu",23,5,"fhqxv"
"apbxn",60,2,6,"kcg3b",NA,1,"kcg3b"
"atvry",25,2,2,"oamn5",68,5,"nwu2n"
"eqcxv",5,1,NA,"x9urh",38,8,"mult9"
"fxfpu",2,1,NA,"o6sfz",31,3,"kcg3b"
"wmvn4",27,1,2,"kcg3b",NA,NA,"kcg3b"
"pnm0o",18,2,NA,"lcqr5",41,10,"kcg3b"
"qmanj",68,2,5,"kcg3b",NA,4,"kcg3b"
"hc93x",5,1,NA,"ap2lh",22,1,"n9wxk"
"bahs4",4,2,NA,"qgrwg",35,4,"ep79t"
"xei93",51,1,2,"kcg3b",NA,2,"kcg3b"
"j3ea8",27,2,0,"kcg3b",NA,3,"kcg3b"
"vp3du",15,2,NA,"dcgba",50,6,"kcg3b"
"yf37a",28,2,5,"kcg3b",NA,3,"kcg3b"
"nb5jp",29,2,5,"dua97",59,8,"kcg3b"
"uuu8t",13,1,NA,"yxl5x",31,7,"kcg3b"
"qwnjm",9,1,NA,"k1sos",33,5,"xrvu6"
"yl8ic",13,1,NA,"pmq3i",37,3,"u2m0s"
"p7kdc",26,1,4,"kcg3b",NA,3,"kcg3b"
"i4pjb",15,1,NA,"aer39",32,7,"o1cqy"
"ttoxg",20,1,NA,"ddi1f",53,4,"x5ggd"
"ulf8k",23,2,3,"kcg3b",NA,8,"kcg3b"
"wmi5z",33,2,5,"kcg3b",NA,9,"kcg3b"
"m9wx7",3,2,NA,"pmgbh",45,6,"qqx6b"
"h20yu",3,2,NA,"vsmqi",35,4,"rm14c"
"sz59j",44,2,2,"kcg3b",NA,3,"kcg3b"
"ac91w",35,2,8,"kcg3b",NA,4,"kcg3b"
"tcnxg",34,2,6,"kcg3b",NA,3,"kcg3b"
"jjyol",25,2,5,"kcg3b",NA,4,"kcg3b"
"r4t1b",35,2,3,"kcg3b",NA,5,"kcg3b"
"yq9q2",17,1,NA,"oagyh",55,8,"fbpst"
"i3lhs",26,1,NA,"m9xul",53,8,"paofc"
"zoe3p",9,2,NA,"oxa06",29,3,"teruv"
"yqwyy",11,2,NA,"wpobh",36,5,"tqxgc"
"v3sd3",6,1,NA,"aaxnj",28,2,"na1r9"
"wr6uw",6,1,NA,"b7a9s",27,3,"kcg3b"
"bl2do",29,1,3,"kcg3b",NA,4,"kcg3b"
"owrnm",17,2,NA,"c5hfk",51,3,"kcg3b"
"kxvau",62,1,7,"kcg3b",NA,3,"kcg3b"
"z2l27",4,2,NA,"rud2n",26,4,"psbz4"
"x4djc",-2,1,NA,"kcg3b",NA,NA,"kcg3b"
"zlxsv",27,2,2,"kcg3b",NA,6,"kcg3b"
"s7fiw",14,1,NA,"wblg3",34,6,"aknfm"
"h5dtm",1,2,NA,"l01yj",25,1,"kcg3b"
"b45oy",18,1,NA,"qiy09",61,3,"kcg3b"
"hmgzq",31,1,4,"kcg3b",NA,4,"kcg3b"
"dekf4",3,2,NA,"rhvlw",26,3,"xrpl0"
"eiam1",48,2,7,"kcg3b",NA,4,"kcg3b"
"hbvvf",11,2,NA,"si0za",46,10,"myewp"
"kejmb",1,2,NA,"rfbv3",33,4,"kcg3b"
"usqzw",17,1,NA,"l8jbj",50,3,"tlh6f"
"zyvzg",1,1,NA,"llyhw",21,2,"ahgsr"
"ge6tu",0,2,NA,"isys0",25,6,"vvxk5"
"dlmw9",4,2,NA,"lqax8",35,10,"p6hzk"
"cul53",18,1,NA,"rs6vj",38,5,"kcg3b"
"ewxhd",54,2,1,"kcg3b",NA,3,"kcg3b"
"firjn",18,2,NA,"xndm9",34,8,"kcg3b"
"igfh3",47,1,1,"kcg3b",NA,4,"kcg3b"
"zbvud",0,2,NA,"bon8g",38,7,"ks4sd"
"v1xah",27,1,1,"kcg3b",NA,NA,"kcg3b"
"z2rhb",34,1,1,"kcg3b",NA,5,"kcg3b"
"xzg9u",21,1,NA,"wj6w8",49,6,"kcg3b"
"h34je",37,1,6,"kcg3b",NA,7,"kcg3b"
"z06rz",24,2,2,"axe45",63,6,"kcg3b"
"hw0qu",16,1,NA,"m6sz8",41,4,"wcex9"
"zvk3x",25,2,NA,"mys49",37,7,"f9jhw"
"q9w5b",1,1,NA,"tjne9",40,9,"cctnd"
"j0vkf",6,2,NA,"wua00",30,5,"jsy86"
"ckdyk",21,1,0,"kcg3b",NA,6,"kcg3b"
"oqwzl",17,2,NA,"c1csh",40,6,"two6l"
"pj1au",0,2,NA,"p873r",22,2,"ul0nj"
"xmd9s",5,2,NA,"d2fp5",27,2,"tp905"
"pm6js",53,2,5,"kcg3b",NA,2,"kcg3b"
"buvap",11,1,NA,"jpj72",28,6,"zb5sj"
"dfg21",14,2,NA,"gj36j",32,4,"kcg3b"
"sx0gr",9,2,NA,"fn984",35,7,"kcg3b"
"h0rnk",27,1,4,"kcg3b",NA,5,"kcg3b"
"d1u2d",28,1,1,"kcg3b",NA,2,"kcg3b"
"etabl",0,2,NA,"ymab3",22,2,"ek7mm"
"park5",27,2,1,"kcg3b",NA,8,"kcg3b"
"m6sz8",41,2,4,"kcg3b",NA,3,"kcg3b"
"ht33n",3,1,NA,"ngtup",37,10,"b0ikf"
"m46ro",2,1,NA,"knghe",17,1,"rybdr"
"geauy",7,1,NA,"xvfp9",30,3,"h5mtj"
"sl33g",1,2,NA,"odvvz",36,3,"kcg3b"
"j73er",20,2,NA,"a4969",45,6,"nhbov"
"hrb2n",16,2,NA,"o40tf",33,5,"kdbf1"
"zkv5t",13,1,NA,"ohh6c",33,2,"kcg3b"
"wxw21",19,1,NA,"n54ep",65,9,"kcg3b"
"mz8eo",0,2,NA,"la51p",23,4,"rq9bl"
"v9yol",15,1,NA,"mojmt",52,5,"kcg3b"
"yxl5x",31,2,7,"rn6jr",62,7,"kcg3b"
"r53x2",11,1,NA,"o1de7",30,4,"w644i"
"c3j3i",15,2,NA,"izd14",45,7,"kcg3b"
"u7o3d",10,2,NA,"u1via",36,6,"kcg3b"
"cw49q",2,1,NA,"f2txn",41,10,"kcg3b"
"vwdwf",22,2,NA,"n4htu",47,7,"b32go"
"wal3b",9,1,NA,"twxcl",27,1,"n94mh"
"dku9j",5,2,NA,"ybb9j",24,2,"kcg3b"
"fcxxd",31,1,5,"kcg3b",NA,5,"kcg3b"
"towva",48,2,7,"kcg3b",NA,6,"kcg3b"
"pnvex",1,1,NA,"sx83k",21,2,"kcg3b"
"g411q",2,2,NA,"hu3pv",22,3,"jadl3"
"tyc8g",3,1,NA,"kcg3b",NA,NA,"kcg3b"
"yhnti",6,2,NA,"j3k0g",23,3,"q697u"
"ultno",60,2,4,"kcg3b",NA,5,"kcg3b"
"v0xee",45,1,7,"kcg3b",NA,1,"kcg3b"
"wnbfo",37,1,3,"kcg3b",NA,3,"kcg3b"
"gb7j8",25,1,NA,"gitgd",41,5,"kcg3b"
"ft3ms",10,2,NA,"ocbi5",43,10,"kcg3b"
"o3x2g",22,1,NA,"axpvd",54,5,"i0ohq"
"qkfmf",54,2,4,"kcg3b",NA,4,"kcg3b"
"fs7xc",14,1,NA,"bon8g",38,7,"ks4sd"
"us8q4",21,2,1,"kcg3b",NA,8,"kcg3b"
"bon8g",38,2,7,"dgs3v",67,6,"kcg3b"
"hq6e8",5,1,NA,"j3k0g",23,3,"q697u"
"pjriq",2,2,NA,"bqpqm",27,6,"kcg3b"
"n04jl",-2,2,3,"kcg3b",NA,1,"kcg3b"
"bhvre",59,2,4,"kcg3b",NA,1,"kcg3b"
"q24a4",23,1,NA,"rssm8",49,2,"kcg3b"
"yvltp",15,1,NA,"bhvre",59,4,"kcg3b"
"nptdy",1,2,NA,"z9z0g",26,3,"w6wpd"
"rnpmn",0,2,NA,"lsaa5",37,3,"mh4r9"
"nml89",36,1,4,"kcg3b",NA,4,"kcg3b"
"gcgxp",7,1,NA,"kcg3b",NA,NA,"kcg3b"
"lwyu5",9,2,NA,"wmi5z",33,5,"fu1wq"
"okixa",33,1,3,"kcg3b",NA,2,"kcg3b"
"xk61s",13,2,NA,"kzl4s",41,4,"te0s9"
"d2n7c",4,1,NA,"etgey",43,9,"ej60h"
"jgq12",8,2,NA,"ltyps",27,3,"sq2oy"
"w0yp0",6,2,NA,"vc36j",32,5,"mhrog"
"w0ni5",1,2,NA,"uusgu",24,3,"prsi3"
"wj76w",1,2,NA,"blnxb",28,3,"kcg3b"
"w2deg",29,1,1,"kcg3b",NA,4,"kcg3b"
"vpn2c",2,1,NA,"bk83p",32,5,"kcg3b"
"e2dij",4,1,NA,"skt6p",32,4,"py22o"
"aer39",32,2,7,"kcg3b",NA,5,"kcg3b"
"bmbfd",8,1,NA,"n1ed0",32,7,"myzhb"
"rlak7",21,2,0,"kcg3b",NA,NA,"kcg3b"
"ymab3",22,2,2,"kcg3b",NA,3,"kcg3b"
"j78zo",25,2,2,"kcg3b",NA,4,"kcg3b"
"hasxt",57,1,0,"kcg3b",NA,4,"kcg3b"
"ixxaq",1,2,NA,"h2h97",23,3,"l7ok1"
"wm0vm",5,1,NA,"rhvlw",26,3,"xrpl0"
"f8n2q",8,2,NA,"eo238",37,5,"y6wi0"
"kdhgg",12,1,NA,"rsmcq",37,3,"kcg3b"
"ava9o",12,2,NA,"s6nk0",33,4,"kcg3b"
"xabdr",33,1,NA,"kcg3b",NA,5,"kcg3b"
"l6sxy",23,2,NA,"n54ep",65,9,"kcg3b"
"qp4yu",21,1,NA,"kcg3b",NA,NA,"kcg3b"
"vz5n1",30,1,2,"kcg3b",NA,4,"kcg3b"
"f5s95",27,2,3,"kcg3b",NA,8,"kcg3b"
"obqmg",5,1,NA,"jlx29",31,4,"sixnc"
"mtq8o",13,2,NA,"kcg3b",NA,NA,"kcg3b"
"iw8pe",27,1,NA,"kcg3b",NA,NA,"kcg3b"
"s73vf",9,1,NA,"ggj8y",33,3,"kcg3b"
"lp1zr",6,2,NA,"fc8rp",35,7,"kcg3b"
"nenho",38,1,6,"kcg3b",NA,6,"kcg3b"
"edevx",13,2,NA,"fnoxy",47,6,"kcg3b"
"you28",3,2,NA,"b4lrv",23,4,"p7kdc"
"ffwf9",1,1,NA,"wdkyc",23,4,"u1pm3"
"c9jas",0,2,NA,"agrpo",19,1,"xhl9o"
"wfiaz",9,2,NA,"kcg3b",NA,NA,"kcg3b"
"wrn12",16,1,NA,"fw9fg",46,7,"sniww"
"xbtt4",0,1,NA,"zpbhi",21,1,"kcg3b"
"mkqqf",8,1,NA,"yxl5x",31,7,"kcg3b"
"ps3hy",12,2,NA,"vk2ts",34,5,"ar8mf"
"xgig6",16,2,NA,"rdnah",35,6,"nenho"
"lu1cl",-2,1,6,"kcg3b",NA,1,"kcg3b"
"lgody",5,1,NA,"mrp87",32,3,"dlav5"
"nwu2n",70,1,5,"kcg3b",NA,2,"kcg3b"
"sfzo8",14,2,NA,"sjigy",37,4,"kcg3b"
"rdbnn",23,1,NA,"dk0yx",41,4,"dyija"
"v9uwu",19,1,NA,"q1dpr",45,5,"kcg3b"
"vpp8w",16,1,NA,"dn8q3",29,5,"nokpy"
"ofjq4",25,2,1,"kcg3b",NA,NA,"kcg3b"
"evav5",6,1,NA,"wxnxy",27,4,"qsy90"
"lemrr",43,1,14,"kcg3b",NA,2,"kcg3b"
"becnp",20,2,1,"kcg3b",NA,3,"kcg3b"
"js4u4",13,1,NA,"nqujw",35,6,"ycn98"
"r1b12",32,1,4,"kcg3b",NA,3,"kcg3b"
"ecgl7",22,2,1,"kcg3b",NA,4,"kcg3b"
"uf5n5",41,1,1,"kcg3b",NA,3,"kcg3b"
"u6hit",82,2,4,"kcg3b",NA,1,"kcg3b"
"ph50o",11,2,NA,"mwnia",47,11,"s4k8n"
"li0g5",18,1,NA,"izd14",45,7,"kcg3b"
"wr8b6",33,2,5,"kcg3b",NA,3,"kcg3b"
"z087h",16,1,NA,"ig94n",41,7,"s30fx"
"pgjdl",33,2,5,"kcg3b",NA,2,"kcg3b"
"sslfh",11,2,NA,"oxyah",37,5,"xl0uc"
"aymve",1,1,NA,"uys9t",21,1,"jchj8"
"v76dp",21,2,1,"kcg3b",NA,8,"kcg3b"
"gpb1d",64,1,12,"kcg3b",NA,5,"kcg3b"
"gli7y",59,2,7,"kcg3b",NA,NA,"kcg3b"
"a4969",45,2,6,"kcg3b",NA,6,"kcg3b"
"gk2aa",30,1,3,"kcg3b",NA,3,"kcg3b"
