"id","age","male","rs","idm","agem","rsm","idf"
"ro2xy",14,2,NA,"dwydd",40,8,"rqahw"
"ddawc",3,1,NA,"doi1s",28,2,"d4kml"
"gw2nn",14,1,NA,"cbd86",57,7,"kcg3b"
"t0lnv",4,1,NA,"odzfd",27,3,"h5xzo"
"yqcgw",10,1,NA,"kcg3b",NA,NA,"kcg3b"
"dptvc",15,1,NA,"u4d0s",57,7,"kcg3b"
"a9hue",15,1,NA,"aybyo",37,5,"vhdnq"
"gacpo",2,1,NA,"i9pny",20,2,"sgewf"
"aukom",10,1,NA,"y610r",34,5,"kcg3b"
"srhyj",38,1,7,"kcg3b",NA,NA,"kcg3b"
"jc1ys",39,2,4,"kcg3b",NA,3,"kcg3b"
"p2vgc",76,2,6,"kcg3b",NA,2,"kcg3b"
"rmw9i",33,1,2,"kcg3b",NA,5,"kcg3b"
"cgk1f",2,1,NA,"hrytv",23,1,"a0893"
"ah4ok",37,1,2,"kcg3b",NA,2,"kcg3b"
"tiuov",23,1,NA,"mwnia",47,11,"s4k8n"
"fp9ah",34,2,6,"kcg3b",NA,8,"kcg3b"
"m3vw9",6,2,NA,"f2txn",41,10,"kcg3b"
"d39iu",18,1,NA,"dl8vu",35,6,"h07c7"
"rmn73",66,2,3,"kcg3b",NA,3,"kcg3b"
"yvm1h",1,2,NA,"vopy5",21,1,"yhbmj"
"f7gij",5,2,NA,"m48ps",23,3,"kcg3b"
"lfyq0",14,2,NA,"n5303",49,4,"hlg1u"
"bdnge",37,1,1,"kcg3b",NA,6,"kcg3b"
"q1atv",31,2,5,"hvohf",53,7,"pjbkd"
"eryws",3,2,NA,"ib5pb",22,3,"spyq8"
"lejrf",23,1,NA,"p7xd4",48,6,"kcg3b"
"fjy18",20,2,1,"kcg3b",NA,8,"kcg3b"
"rm14c",49,1,4,"kcg3b",NA,5,"kcg3b"
"jah6o",61,2,5,"kcg3b",NA,4,"kcg3b"
"uer4d",28,2,1,"kcg3b",NA,9,"kcg3b"
"k7vc1",32,1,1,"rn6jr",62,7,"kcg3b"
"p42in",5,1,NA,"iydx8",29,4,"tg325"
"pi5g5",4,2,NA,"gp3b7",30,5,"bmxhi"
"qfuom",4,1,NA,"ulf8k",23,3,"baf22"
"p0p5l",74,2,1,"kcg3b",NA,NA,"kcg3b"
"omwed",1,2,NA,"jwkxx",24,2,"osdp0"
"gyuwb",13,2,NA,"fiq2t",39,8,"j5ctv"
"jn7ni",7,2,NA,"n9syi",24,2,"kcg3b"
"shgz7",20,1,NA,"gli7y",59,7,"kcg3b"
"hm5ra",16,1,NA,"usd9y",32,4,"kcg3b"
"nktl3",8,2,NA,"kcg3b",NA,NA,"kcg3b"
"hpwt8",33,1,2,"kcg3b",NA,6,"kcg3b"
"whfjg",23,1,NA,"qk5sf",41,3,"u64t0"
"wutr3",1,1,NA,"eu7vc",18,2,"kcg3b"
"uryz1",11,1,NA,"yv95e",37,3,"e1fxd"
"xd27v",17,1,NA,"bw4gt",55,7,"anyzw"
"gyb9o",7,2,NA,"kcg3b",NA,NA,"kcg3b"
"m7ccs",23,2,1,"kcg3b",NA,6,"kcg3b"
"gitgd",41,2,5,"kcg3b",NA,3,"kcg3b"
"mb9ac",18,2,0,"kcg3b",NA,6,"kcg3b"
"u96e6",25,1,0,"kcg3b",NA,7,"kcg3b"
"u1zmi",7,2,NA,"hb21o",28,3,"kcg3b"
"ewoo5",16,2,NA,"s2oq7",55,4,"hr615"
"b5a1r",4,2,NA,"lgm75",42,6,"fsfpt"
"ghjsn",8,1,NA,"gitgd",41,5,"kcg3b"
"e52av",8,2,NA,"vm4rv",36,4,"kcg3b"
"z1iym",29,2,4,"v0xbp",50,6,"kcg3b"
"zmavz",50,1,9,"kcg3b",NA,2,"kcg3b"
"oagyh",55,2,8,"kcg3b",NA,1,"kcg3b"
"en1s0",25,2,3,"kcg3b",NA,NA,"kcg3b"
"oqjp6",0,2,NA,"fe26u",22,2,"qy2yi"
"pgloi",3,1,NA,"bu9pa",21,2,"v0nja"
"wacrg",18,2,NA,"g82eu",63,3,"vbf9p"
"i1env",32,2,1,"kcg3b",NA,4,"kcg3b"
"tgir9",10,2,NA,"rsmcq",37,3,"kcg3b"
"rt467",22,1,1,"kcg3b",NA,3,"kcg3b"
"mb8c8",7,1,NA,"pi62i",27,2,"a8ewx"
"nw1ve",5,2,NA,"j798z",33,5,"j798z"
"fetc8",3,2,NA,"kcg3b",NA,NA,"kcg3b"
"b1js5",12,1,NA,"gyc46",47,8,"kcg3b"
"lpz3s",19,1,NA,"ookdw",42,4,"kcg3b"
"c5hfk",51,2,3,"kcg3b",NA,1,"kcg3b"
"h8a30",55,2,7,"kcg3b",NA,NA,"kcg3b"
"hqxgx",11,1,NA,"quarq",30,3,"jnzkq"
"hjoer",16,1,NA,"n5303",49,4,"hlg1u"
"fuct2",50,2,7,"kcg3b",NA,2,"kcg3b"
"bgwvi",3,1,NA,"uusgu",24,3,"prsi3"
"p7xw1",0,2,NA,"walf8",30,5,"kcg3b"
"mvull",1,1,NA,"kdozv",34,7,"ra07g"
"za7m3",2,2,NA,"t83sq",33,5,"stt6b"
"op6yi",19,2,1,"kcg3b",NA,3,"kcg3b"
"quulq",0,2,NA,"y5mfj",46,9,"vgthu"
"hj6bd",0,1,NA,"ib5pb",22,3,"spyq8"
"o2hw6",3,2,NA,"kos62",27,2,"p46xq"
"dlb7f",27,1,3,"dfc3d",61,6,"kcg3b"
"dwydd",40,2,8,"kcg3b",NA,8,"kcg3b"
"k1nct",21,1,1,"soqas",45,3,"kcg3b"
"rq9bl",27,1,4,"kcg3b",NA,6,"kcg3b"
"ol53b",4,1,NA,"n4a1c",35,4,"ahumo"
"qc25x",23,1,NA,"ndhqx",53,5,"kbk0e"
"qrr4u",11,1,NA,"fn984",35,7,"kcg3b"
"lj9za",10,1,NA,"uz1rh",33,3,"p7ia6"
"b51bc",15,2,NA,"voi08",55,8,"kcg3b"
"dyija",42,1,4,"kcg3b",NA,3,"kcg3b"
"nnbnp",7,1,NA,"jdvev",50,5,"jk5z2"
"z0jc1",73,1,4,"kcg3b",NA,1,"kcg3b"
"c9i2x",48,2,3,"kcg3b",NA,2,"kcg3b"
"b5eov",34,2,5,"kcg3b",NA,4,"kcg3b"
"y10ig",5,2,NA,"f8gxp",38,5,"lc68l"
"eouyo",31,2,3,"kcg3b",NA,5,"kcg3b"
"i9dnc",18,1,NA,"gitgd",41,5,"kcg3b"
"i5qhu",43,2,7,"kcg3b",NA,NA,"kcg3b"
"zl5l9",55,2,6,"kcg3b",NA,NA,"kcg3b"
"h2zvl",17,1,NA,"ntz5u",33,3,"e4brh"
"twvco",10,2,NA,"ssbum",32,4,"qmndr"
"s21dg",11,1,NA,"dcs7a",32,6,"kcg3b"
"mmr85",3,2,NA,"womou",28,2,"xex95"
"gbfqm",61,2,1,"kcg3b",NA,3,"kcg3b"
"xb6z7",8,2,NA,"etgey",43,9,"ej60h"
"e5djd",3,1,NA,"vm4rv",36,4,"kcg3b"
"cp7eq",14,2,NA,"sv0a1",29,4,"kcg3b"
"ljhiy",1,2,NA,"wjdug",23,3,"ccnfj"
"zbq40",31,2,4,"ultno",60,4,"a72j6"
"ddi1f",53,2,4,"kcg3b",NA,3,"kcg3b"
"u3xlo",8,2,NA,"urvx6",36,5,"kcg3b"
"h4li3",5,1,NA,"nfbi8",29,2,"nzh69"
"ft084",16,2,NA,"cl88a",46,5,"kcg3b"
"y4tij",16,1,NA,"etgey",43,9,"ej60h"
"qir0o",78,1,3,"kcg3b",NA,1,"kcg3b"
"wduvr",8,2,NA,"x8dxb",31,6,"h34je"
"wyezl",10,2,NA,"lyrq1",36,6,"kcg3b"
"x7am4",20,1,NA,"zjcy1",44,8,"b7uy2"
"qnfno",6,1,NA,"cmaep",33,5,"y638y"
"me41s",55,1,0,"kcg3b",NA,5,"kcg3b"
"sfik4",39,2,8,"kcg3b",NA,5,"kcg3b"
"b79cu",57,1,6,"kcg3b",NA,7,"kcg3b"
"dog23",10,2,NA,"yed8s",35,6,"bfr10"
"bfl7x",11,1,NA,"t79hh",37,3,"kcg3b"
"sonid",25,1,3,"kcg3b",NA,7,"kcg3b"
"yva8n",6,2,NA,"hzwf4",25,3,"cnrrf"
"cob7t",5,1,NA,"fliaa",27,3,"kcg3b"
"pjeve",44,2,5,"kcg3b",NA,3,"kcg3b"
"gfy3g",5,2,NA,"oa2tx",33,5,"cpd78"
"uv0tj",37,1,7,"kcg3b",NA,5,"kcg3b"
"suo8q",36,1,4,"kcg3b",NA,6,"kcg3b"
"ug3c8",9,2,NA,"xndm9",34,8,"z8s6l"
"f15bo",25,2,3,"kcg3b",NA,6,"kcg3b"
"r0sb3",49,1,4,"kcg3b",NA,3,"kcg3b"
"x5x0q",8,1,NA,"hvdtv",39,8,"kcg3b"
"tliz8",15,2,NA,"uvgow",37,5,"vjer9"
"n43vt",7,1,NA,"wolil",45,4,"flp7h"
"fmo0u",25,2,0,"kcg3b",NA,3,"kcg3b"
"xulur",27,2,3,"kcg3b",NA,4,"kcg3b"
"v6eni",12,2,NA,"kcg3b",NA,NA,"kcg3b"
"z2xpc",12,2,NA,"kcg3b",NA,NA,"kcg3b"
"sk4gl",3,1,NA,"rpc52",40,5,"kcg3b"
"hd8ls",1,1,NA,"wxnxy",27,4,"qsy90"
"mshq2",2,1,NA,"la51p",23,4,"rq9bl"
"f9bis",78,1,9,"kcg3b",NA,6,"kcg3b"
"pwie4",21,2,NA,"vwi61",37,4,"kcg3b"
"st8i8",17,2,0,"kcg3b",NA,8,"kcg3b"
"haog2",32,1,2,"kcg3b",NA,5,"kcg3b"
"dozsm",42,2,4,"kcg3b",NA,6,"kcg3b"
"cyby7",16,1,NA,"m9xul",53,8,"paofc"
"oaznw",27,1,0,"kcg3b",NA,2,"kcg3b"
"xz104",4,1,NA,"xxgpb",27,3,"gk2aa"
"zb5sj",33,1,6,"kcg3b",NA,3,"kcg3b"
"eimna",64,2,6,"kcg3b",NA,5,"kcg3b"
"xwbf5",6,2,NA,"sz59j",44,2,"kcg3b"
"hgk9s",3,2,NA,"zwdws",24,3,"stug1"
"q9nzj",41,1,5,"kcg3b",NA,3,"kcg3b"
"fbbcr",9,1,NA,"gj36j",32,4,"kcg3b"
"ud6ta",61,2,2,"kcg3b",NA,1,"kcg3b"
"r5rrn",7,1,NA,"wmotz",32,6,"kblj7"
"awl0x",25,2,2,"kcg3b",NA,5,"kcg3b"
"xer94",0,1,NA,"bpnev",27,2,"zda38"
"jm5db",19,2,2,"kcg3b",NA,2,"kcg3b"
"yvgfp",21,1,NA,"bfud9",54,6,"wvrk1"
"oqt32",1,2,NA,"mtk26",31,3,"vfiuw"
"hxf45",5,1,NA,"nurhe",29,3,"kcg3b"
"o5zks",8,2,NA,"n9gw1",55,8,"kcg3b"
"ky1kr",1,1,NA,"k1sos",33,5,"xrvu6"
"ez97u",25,1,NA,"tadaj",40,6,"kcg3b"
"um8yc",67,1,14,"kcg3b",NA,3,"kcg3b"
"nq65y",27,1,NA,"ex47a",53,11,"fnn20"
"e5ov1",32,1,2,"kcg3b",NA,6,"kcg3b"
"azvcj",46,2,6,"gli7y",59,7,"kcg3b"
"bg12k",14,1,NA,"zr5mh",32,5,"kcg3b"
"cqir2",14,2,NA,"ssbum",32,4,"qmndr"
"ece2s",1,2,NA,"j4ccd",23,2,"udzcm"
"ahfl7",44,1,3,"kcg3b",NA,5,"kcg3b"
"syrwn",6,2,NA,"mzh1m",28,2,"npnws"
"fso8y",6,1,NA,"dv5dh",30,3,"nzp0j"
"dn8yd",10,1,NA,"kcg3b",NA,NA,"kcg3b"
"oj079",46,2,1,"kcg3b",NA,6,"kcg3b"
"j73vk",7,1,NA,"b5eov",34,5,"xat80"
"n6ihs",53,2,3,"kcg3b",NA,NA,"kcg3b"
"w8n5t",38,1,6,"kcg3b",NA,1,"kcg3b"
"gejmt",9,1,NA,"j185m",38,6,"kcg3b"
"sipx2",-2,2,NA,"kcg3b",NA,NA,"kcg3b"
"c0a0r",4,1,NA,"a61ar",24,5,"kcg3b"
"cs5yc",16,2,NA,"gvnyg",36,6,"kcg3b"
"xbdh7",24,2,2,"kcg3b",NA,5,"kcg3b"
"ngc7d",19,1,NA,"odvvz",36,3,"kcg3b"
"r5tss",0,1,NA,"b4lrv",23,4,"p7kdc"
"ctmqm",57,1,3,"kcg3b",NA,4,"kcg3b"
"kju80",10,2,NA,"gsuuh",39,5,"kcg3b"
"ikead",9,2,NA,"ubt9e",31,2,"kcg3b"
"cuvm9",28,1,1,"kcg3b",NA,4,"kcg3b"
"xttx7",0,2,NA,"xxgpb",27,3,"gk2aa"
"nfb2p",2,1,NA,"iwkrc",21,2,"kcg3b"
"qbofl",25,1,0,"kcg3b",NA,2,"kcg3b"
"sj049",21,1,NA,"x04og",63,4,"j1knh"
"te39r",37,1,8,"kcg3b",NA,10,"kcg3b"
"sbks8",2,2,NA,"kcg3b",NA,NA,"kcg3b"
"a2gi3",19,2,NA,"ahuz3",45,6,"kcg3b"
"ob5cr",27,1,0,"kcg3b",NA,2,"kcg3b"
"xrrzy",14,2,NA,"lgm75",42,6,"fsfpt"
"rj1jc",30,2,0,"kcg3b",NA,5,"kcg3b"
"sh42r",14,2,NA,"foace",30,3,"kcg3b"
"hwcm8",36,1,5,"kcg3b",NA,2,"kcg3b"
"e6aow",8,1,NA,"cju1c",39,6,"owdep"
"a4syw",22,1,NA,"ocbi5",43,10,"kcg3b"
"lskro",1,2,NA,"l009l",20,1,"sak24"
"hobxd",9,1,NA,"mwnia",47,11,"s4k8n"
"bpr9s",41,1,2,"kcg3b",NA,7,"kcg3b"
"hrytv",23,2,1,"rm7rt",38,7,"kcg3b"
"jyi0j",37,2,3,"kcg3b",NA,5,"kcg3b"
"vpvtb",40,2,3,"kcg3b",NA,6,"kcg3b"
"pxrq4",37,2,4,"kcg3b",NA,10,"kcg3b"
"nix1q",13,2,NA,"usd9y",32,4,"kcg3b"
"u3due",45,2,6,"kcg3b",NA,4,"kcg3b"
"shyzd",9,2,NA,"v70ci",25,5,"u21f1"
"brixd",14,2,NA,"jw7y0",44,5,"az9iy"
"z6sab",14,1,NA,"mjmco",49,7,"hxxnr"
"cliwf",3,1,NA,"m5wdb",31,2,"u607d"
"it4qk",1,1,NA,"jlx29",31,4,"sixnc"
"ql106",15,1,NA,"b0vcv",49,3,"jmtax"
"h7wyg",34,2,4,"kcg3b",NA,7,"kcg3b"
"vqsu0",0,2,NA,"cv5l3",25,3,"ezcij"
"u518z",1,2,NA,"l2qpa",32,4,"csgvc"
"i01nk",8,1,NA,"kcg3b",NA,NA,"kcg3b"
"fx71p",14,1,NA,"b2mpg",32,5,"kcg3b"
"srjx9",16,1,NA,"kcg3b",NA,NA,"kcg3b"
"t6jn8",25,2,3,"kcg3b",NA,2,"kcg3b"
"wrmga",3,2,NA,"hywic",21,2,"kcg3b"
"cbvio",28,1,1,"kcg3b",NA,6,"kcg3b"
"pzise",23,2,0,"kcg3b",NA,8,"kcg3b"
"k5n5z",31,1,3,"kcg3b",NA,6,"kcg3b"
"gnjon",27,1,0,"kcg3b",NA,1,"kcg3b"
"bf106",6,2,NA,"kdozv",34,7,"ra07g"
"m5qr4",5,1,NA,"cv5l3",25,3,"ezcij"
"wpbe1",19,2,NA,"xemvh",55,7,"q36dw"
"xgab4",26,2,1,"g0g0v",48,1,"kcg3b"
"du5bw",56,1,7,"kcg3b",NA,3,"kcg3b"
"y3nk7",49,1,2,"kcg3b",NA,5,"kcg3b"
"s9521",25,2,2,"kcg3b",NA,3,"kcg3b"
"zhfcl",11,2,NA,"x1h63",49,5,"kcg3b"
"ohi1h",57,1,6,"kcg3b",NA,1,"kcg3b"
"uzeij",37,1,2,"kcg3b",NA,5,"kcg3b"
"z8ncc",3,1,NA,"igdpi",49,7,"hr55d"
"jaql8",3,1,NA,"z528d",21,2,"m922q"
"px10a",15,2,NA,"dua97",59,8,"kcg3b"
"vuduj",23,1,NA,"tjne9",40,9,"cctnd"
"rwu0d",39,2,6,"kcg3b",NA,1,"kcg3b"
"d5hzh",7,1,NA,"dwydd",40,8,"rqahw"
"s1n7q",20,1,NA,"fzfhf",31,5,"kcg3b"
"mult9",45,1,8,"kcg3b",NA,7,"kcg3b"
"vek1i",2,2,NA,"xze97",35,1,"keip9"
"d3ny0",6,2,NA,"kcg3b",NA,NA,"kcg3b"
"iltpu",19,1,NA,"mwnia",47,11,"s4k8n"
"ewky4",13,1,NA,"uhvcw",43,6,"nbmou"
"z528d",21,2,2,"kcg3b",NA,5,"kcg3b"
"hn6wd",2,1,NA,"nurhe",29,3,"kcg3b"
"d3z0b",39,2,2,"kcg3b",NA,NA,"kcg3b"
"dy9dy",11,2,NA,"fzfhf",31,5,"kcg3b"
"lfgv5",79,2,4,"kcg3b",NA,1,"kcg3b"
"b4lrv",23,2,4,"kcg3b",NA,2,"kcg3b"
"na5ws",3,2,NA,"xulur",27,3,"a3j33"
"olv0y",5,1,NA,"gi3ls",23,2,"wmvn4"
"q45cg",12,2,NA,"ac91w",35,8,"tj6i7"
"mnjlc",21,1,0,"kcg3b",NA,7,"kcg3b"
"dfn8o",48,2,3,"kcg3b",NA,4,"kcg3b"
"tzfrf",0,1,NA,"inoxj",21,2,"kcg3b"
"inoxj",21,2,2,"kcg3b",NA,NA,"kcg3b"
"r2pwg",8,1,NA,"ex2q3",31,5,"e475j"
"ifx75",14,1,NA,"jdvev",50,5,"jk5z2"
"z5166",1,1,NA,"etgey",43,9,"ej60h"
"he99n",67,1,3,"kcg3b",NA,NA,"kcg3b"
"zg6y7",7,1,NA,"vlyuy",33,4,"kcg3b"
"t0eht",14,1,NA,"yed8s",35,6,"bfr10"
"i0fby",27,2,1,"kcg3b",NA,4,"kcg3b"
"fp0ji",7,1,NA,"lds3a",36,5,"kcg3b"
"qoyp3",54,2,3,"kcg3b",NA,4,"kcg3b"
"ic0ce",18,1,NA,"t372j",47,5,"oridl"
"ptmr1",4,1,NA,"rwu0d",39,6,"x4pr2"
"ksu26",27,2,0,"kcg3b",NA,6,"kcg3b"
"jhpaq",15,1,NA,"pjeve",44,5,"sj9fo"
"s7sow",10,2,NA,"z1wz3",33,5,"dmy1x"
"ajhkm",50,1,3,"kcg3b",NA,4,"kcg3b"
"ilfh2",37,1,2,"kcg3b",NA,4,"kcg3b"
"ioli4",17,2,NA,"fq6cl",34,4,"s55fi"
"gy3sy",7,1,NA,"thy99",36,4,"srhyj"
"h8f15",18,1,NA,"n9gw1",55,8,"kcg3b"
"t1jeh",37,2,6,"kcg3b",NA,2,"kcg3b"
"ftt4e",63,2,9,"kcg3b",NA,1,"kcg3b"
"ggo0f",43,2,9,"cv4tn",59,9,"pwg1s"
"mwyah",23,1,NA,"be04c",51,9,"fu543"
"df0ud",8,2,NA,"dap71",33,8,"kcg3b"
"zaaag",5,1,NA,"l3dym",27,5,"bc4hp"
"fpkmz",3,2,NA,"w55k9",38,6,"ncmc6"
"o2k3q",11,2,NA,"yke3d",39,5,"kcg3b"
"j4rfx",17,1,NA,"zes9u",66,3,"k1sp3"
"z7y5w",39,2,5,"kcg3b",NA,5,"kcg3b"
"acogo",10,2,NA,"wgxgd",24,2,"dxz65"
"jw7y0",44,2,5,"kcg3b",NA,5,"kcg3b"
"w7pnp",34,1,3,"kcg3b",NA,5,"kcg3b"
"ulkct",7,1,NA,"ffhy6",46,6,"ueuhf"
"g356e",56,1,2,"kcg3b",NA,3,"kcg3b"
"wjwlq",4,2,NA,"wywzq",49,8,"w3xcd"
"uvcdz",0,2,NA,"d255m",23,2,"f2lir"
"gj8r4",8,2,NA,"byxxg",40,7,"j2dcv"
"mdpok",3,1,NA,"hdzrn",26,2,"kcg3b"
"txv34",2,1,NA,"jg2us",29,4,"altk7"
"mrgk7",1,2,NA,"ds0cd",28,6,"dr9ob"
"cgz7p",5,2,NA,"aeufj",25,4,"p6j3q"
"s2oyd",3,2,NA,"atvry",25,2,"kcg3b"
"u4udt",8,2,NA,"npdzg",35,5,"w2obr"
"gvvlt",76,1,6,"kcg3b",NA,4,"kcg3b"
"qjdnu",8,2,NA,"hig5w",30,4,"p18gl"
"sa01b",16,1,NA,"z523s",35,5,"jwphi"
"fhtxw",2,1,NA,"zwt2q",24,5,"csszb"
"jrgi3",16,1,NA,"ex47a",53,11,"fnn20"
"a8eca",8,1,NA,"wymvq",52,8,"v6ggc"
"n96z3",6,1,NA,"o6sfz",31,3,"kcg3b"
"j5ctv",45,1,8,"kcg3b",NA,2,"kcg3b"
"u5cbg",7,2,NA,"lfput",41,6,"a4m69"
"ltvtt",4,1,NA,"kcg3b",NA,NA,"kcg3b"
"a0aem",3,2,NA,"f5s95",27,3,"kcg3b"
"aloj1",33,2,3,"oxqis",58,4,"kcg3b"
"h1h5e",5,2,NA,"npdzg",35,5,"w2obr"
"trh1z",8,2,NA,"wywzq",49,8,"w3xcd"
"wxjpl",9,2,NA,"epsnq",27,3,"kcg3b"
"pymtw",20,2,1,"xmvo8",38,8,"kcg3b"
"afum2",49,2,2,"kcg3b",NA,3,"kcg3b"
"mjobt",5,2,NA,"kcg3b",NA,NA,"kcg3b"
"hcac2",10,1,NA,"hig5w",30,4,"p18gl"
"zqrua",17,2,NA,"z603v",31,8,"zcuoi"
"opdv0",60,1,8,"kcg3b",NA,3,"kcg3b"
"hu0g6",55,2,8,"kcg3b",NA,1,"kcg3b"
"mhclo",9,2,NA,"fobxp",29,1,"kcg3b"
"tr1bk",19,1,NA,"mys49",37,7,"f9jhw"
"hko46",47,1,2,"kcg3b",NA,2,"kcg3b"
"uqmtd",2,1,NA,"wue9c",20,1,"kcg3b"
"iud7z",25,1,NA,"p7xd4",48,6,"kcg3b"
"fmjog",17,1,NA,"t5aaq",37,5,"ajeor"
"gyu48",33,1,1,"kcg3b",NA,2,"kcg3b"
"kz93t",21,2,1,"kcg3b",NA,5,"kcg3b"
"wu6jb",9,2,NA,"nqujw",35,6,"ycn98"
"rhtej",16,1,NA,"vk2ts",34,5,"ar8mf"
"uuyhh",7,1,NA,"d2qv5",36,3,"m16uw"
"ligt4",34,1,2,"kcg3b",NA,5,"kcg3b"
"x06nm",1,2,NA,"sqvo6",32,5,"kcg3b"
"hik0s",2,1,NA,"hlvli",20,2,"lk7yu"
"k3syh",16,1,NA,"lds3a",36,5,"kcg3b"
"iur5l",47,2,2,"kcg3b",NA,2,"kcg3b"
"tzp42",60,1,2,"kcg3b",NA,5,"kcg3b"
"qxwt4",26,1,NA,"jn2ev",49,6,"dzkpi"
"nbkch",7,1,NA,"hu3pv",22,3,"jadl3"
"muslr",23,1,1,"wpu8y",53,7,"kcg3b"
"q667n",66,1,1,"kcg3b",NA,5,"kcg3b"
"mnk89",6,1,NA,"btvfx",29,4,"zu605"
"epckp",46,2,6,"kcg3b",NA,8,"kcg3b"
"zr177",14,2,NA,"eiq6r",40,6,"kcg3b"
"n8xfq",16,2,0,"kcg3b",NA,6,"kcg3b"
"oxa06",29,2,3,"kcg3b",NA,2,"kcg3b"
"zoeck",56,2,2,"kcg3b",NA,4,"kcg3b"
"newac",9,2,NA,"sqvo6",32,5,"kcg3b"
"jfd99",17,2,NA,"yr2w2",37,5,"tjk9x"
"lcbiv",33,2,4,"kcg3b",NA,6,"kcg3b"
"lqax8",35,2,10,"kcg3b",NA,6,"kcg3b"
"g6hsl",17,1,NA,"p934y",57,8,"vz06y"
"yv1as",79,2,4,"kcg3b",NA,2,"kcg3b"
"owogb",18,1,NA,"huru9",37,5,"h5cbe"
"mx1rv",10,1,NA,"kjx4q",37,4,"kcg3b"
"kk1wj",1,2,NA,"lwl7q",23,1,"gswe2"
"plk7k",7,2,NA,"sgi2h",29,4,"kcg3b"
"d8dr0",21,2,1,"kcg3b",NA,8,"kcg3b"
"mur71",15,1,NA,"kcg3b",NA,NA,"kcg3b"
"xkhfb",2,2,NA,"et74i",26,3,"bm1oz"
"sozoq",3,1,NA,"zxgex",21,3,"z43dg"
"gmwqn",9,1,NA,"kcg3b",NA,NA,"kcg3b"
"l2enh",11,1,NA,"b5eov",34,5,"xat80"
"gaehk",10,1,NA,"igdpi",49,7,"hr55d"
"pnbnk",25,1,1,"gli7y",59,7,"kcg3b"
"llf6k",54,2,2,"kcg3b",NA,1,"kcg3b"
"cd1tk",1,2,NA,"jjyol",25,5,"tb6x8"
"iyned",9,1,NA,"djzde",27,5,"qk2dy"
"xnhe1",29,1,1,"kcg3b",NA,2,"kcg3b"
"d5xmn",12,1,NA,"kcg3b",NA,NA,"kcg3b"
"mazoh",30,1,1,"kcg3b",NA,3,"kcg3b"
"gw2zu",8,2,NA,"s6nk0",33,4,"kcg3b"
"zax0z",29,1,2,"kcg3b",NA,1,"kcg3b"
"s640c",8,1,NA,"kcg3b",NA,NA,"kcg3b"
"m0a3k",25,1,NA,"bk9iu",51,6,"kcg3b"
"e48k6",27,1,2,"kcg3b",NA,3,"kcg3b"
"k5si3",9,1,NA,"e3o30",26,2,"kcg3b"
"mqrw2",51,1,8,"jq8qk",76,5,"ome5w"
"rdwkk",2,1,NA,"g1w8z",24,3,"lprrc"
"njaul",28,1,2,"kcg3b",NA,NA,"kcg3b"
"z2p4k",38,1,5,"kcg3b",NA,4,"kcg3b"
"fbjn9",21,2,1,"k1dui",47,6,"kcg3b"
"aasp5",36,1,4,"kcg3b",NA,4,"kcg3b"
"rmpy6",29,1,2,"kcg3b",NA,6,"kcg3b"
"epq2e",57,1,4,"kcg3b",NA,7,"kcg3b"
"ungq6",4,1,NA,"llt82",29,4,"g5udj"
"k1o66",1,2,NA,"yqd1p",24,1,"kcg3b"
"dhhwk",28,1,4,"kcg3b",NA,4,"kcg3b"
"x67zm",5,1,NA,"y27xc",32,5,"kcg3b"
"r2liz",1,1,NA,"fbjn9",21,1,"ibrx9"
"cylve",8,1,NA,"u3due",45,6,"e8ftb"
"yujra",17,2,NA,"ytj6v",35,2,"kcg3b"
"lcz4v",18,1,NA,"kcg3b",NA,NA,"kcg3b"
"raszq",39,2,4,"kcg3b",NA,4,"kcg3b"
"hp3z9",48,1,3,"kcg3b",NA,7,"kcg3b"
"i3in6",9,2,NA,"o0pit",38,5,"kcg3b"
"wjibo",29,1,4,"kcg3b",NA,4,"kcg3b"
"u5n1z",32,2,1,"kcg3b",NA,NA,"kcg3b"
"usv1p",60,2,0,"kcg3b",NA,2,"kcg3b"
